date,open,high,low,close,volume,cnt_ai,cnt_war,avg_tone,return,log_return
2021-08-04,22.2,22.54,22.07,22.3,15537400,10.0,289033.0,-1.5783109188454616,0.0026978417266187993,0.0026942090836912236
2021-08-05,22.22,22.77,22.02,22.52,18575200,8.0,282380.0,-1.5415798014699216,0.009865470852017832,0.009817124805416633
2021-08-06,22.64,22.69,21.79,21.82,24200700,9.0,249103.0,-1.6233618569552788,-0.031083481349911124,-0.031576822866564935
2021-08-09,21.85,23.28,21.8,22.93,35611100,6.0,239482.0,-1.6654327372863147,0.05087076076993591,0.04961911646488826
2021-08-10,23.01,23.52,22.78,22.92,25947900,3.0,256498.0,-1.6418611569651862,-0.00043610989969466996,-0.00043620502327401667
2021-08-11,23.07,23.19,22.09,22.35,34679000,6.0,268360.0,-1.6610582649258268,-0.02486910994764402,-0.025183570786960985
2021-08-12,24.45,25.76,23.585,24.89,189287200,10.0,266710.0,-1.5886613261539673,0.11364653243847878,0.10763979531992263
2021-08-13,25.0,25.1,24.31,24.9,52395100,14.0,257559.0,-1.754960197783714,0.0004017677782242046,0.00040168709116139567
2021-08-16,24.9,24.9,23.77,24.5,45907300,9.0,264179.0,-1.7126413656158317,-0.016064257028112428,-0.01619468591998041
2021-08-17,23.9,24.59,23.74,23.97,35348300,3.0,273851.0,-1.5433521908449572,-0.021632653061224527,-0.021870069104388712
2021-08-18,24.07,25.94,23.68,25.28,92065600,11.0,254528.0,-1.506892278762354,0.054651647893199984,0.05321052083236388
2021-08-19,25.01,25.64,24.14,24.16,67605600,18.0,373059.0,-1.5536168104259966,-0.044303797468354444,-0.04531519621204261
2021-08-20,24.22,24.48,23.66,24.01,52062300,11.0,356019.0,-1.5781746277919473,-0.006208609271523113,-0.006227962833452061
2021-08-23,24.02,24.93,23.9,24.82,35705300,15.0,376660.0,-1.428203372320066,0.03373594335693464,0.03317936954329914
2021-08-24,25.0,25.35,24.76,25.1,37227400,7.0,401849.0,-1.40720727838486,0.011281224818694646,0.011218066361277312
2021-08-25,25.12,25.19,24.07,24.35,54678500,14.0,403325.0,-1.3796321523388702,-0.029880478087649376,-0.03033599660913966
2021-08-26,24.4,25.41,24.36,24.87,46179400,12.0,399390.0,-1.6649291515773226,0.021355236139630307,0.02113040828671453
2021-08-27,25.05,26.09,24.91,25.71,52268500,7.0,378322.0,-1.8118797330136356,0.033775633293124274,0.03321776346248484
2021-08-30,25.74,26.6,25.62,25.76,44139300,3.0,340804.0,-1.6375293977085483,0.001944768572540001,0.0019428799583547374
2021-08-31,25.79,26.36,25.66,26.34,93168600,6.0,407031.0,-1.4448945095801928,0.02251552795031042,0.022265795078982187
2021-09-01,26.46,26.51,26.03,26.2,34417200,8.0,392760.0,-1.299487020486799,-0.005315110098709219,-0.005329285548083984
2021-09-02,26.21,26.87,26.09,26.51,38460100,9.0,351370.0,-1.4645842035503869,0.011832061068702382,0.011762609533882973
2021-09-03,26.49,26.75,26.22,26.64,26609500,4.0,342047.0,-1.5738318176844452,0.004903809883062937,0.00489182537125421
2021-09-07,26.79,26.88,26.27,26.7,35835100,8.0,354035.0,-1.415061295943989,0.0022522522522521182,0.002249719734015443
2021-09-08,26.6,26.61,24.96,25.58,54394400,7.0,388661.0,-1.5005159822229417,-0.04194756554307122,-0.042852769255507184
2021-09-09,25.39,26.24,25.29,26.13,34190800,6.0,388057.0,-1.3334760019716063,0.021501172791243084,0.021273283381824548
2021-09-10,26.18,26.73,26.17,26.28,37307800,10.0,375177.0,-1.4305699377727603,0.00574052812858783,0.005724114083888843
2021-09-13,26.15,26.239,25.03,25.83,42372300,5.0,323797.0,-1.261902588527522,-0.017123287671232945,-0.017271586508660786
2021-09-14,25.97,26.7,25.9,26.26,34569000,6.0,341619.0,-1.3037102555666713,0.016647309330236393,0.016510261766900847
2021-09-15,26.3,27.15,26.03,27.08,49555500,57.0,376002.0,-1.2856947562797665,0.031226199543031186,0.030748579169423973
2021-09-16,27.2,28.79,27.02,28.63,109992000,36.0,357826.0,-1.2518791827922573,0.05723781388478577,0.05565967106594982
2021-09-17,28.66,29.29,28.07,28.71,182052600,16.0,348450.0,-1.2808760939608643,0.0027942717429270125,0.0027903750229487656
2021-09-20,27.57,28.1,26.06,26.55,89413500,4.0,297265.0,-1.429854699387729,-0.07523510971786829,-0.0782157464450246
2021-09-21,26.89,27.149,26.08,26.62,50933600,46.0,339324.0,-1.4318569464037736,0.0026365348399246535,0.0026330652790176323
2021-09-22,26.61,27.77,26.582,27.43,44308100,12.0,347245.0,-1.3015613654433893,0.030428249436513788,0.029974491982546425
2021-09-23,27.71,29.19,27.67,28.77,60028600,7.0,357829.0,-1.2142243970244644,0.048851622311337994,0.0476958726139447
2021-09-24,28.27,28.76,27.901,28.56,40309700,11.0,351747.0,-1.3749593893411802,-0.007299270072992692,-0.0073260400920731605
2021-09-27,28.23,28.38,27.23,27.47,44102800,22.0,385201.0,-1.1519954466032367,-0.03816526610644255,-0.03891263736420125
2021-09-28,27.02,27.13,25.21,25.34,64206200,18.0,411857.0,-1.3326160746544653,-0.07753913360029119,-0.0807103252141892
2021-09-29,25.61,25.7,24.42,24.52,46164500,13.0,405063.0,-1.3306542419712868,-0.03235990528808208,-0.03289506382498253
2021-09-30,24.69,25.05,23.88,24.04,59505600,12.0,434784.0,-1.4326727938760309,-0.019575856443719397,-0.0197700014010036
2021-10-01,24.21,24.36,23.72,24.33,32778000,49.0,376485.0,-1.4258240307900365,0.012063227953410971,0.01199104712842436
2021-10-04,24.01,24.05,23.02,23.17,46789700,2.0,324543.0,-1.4603256860381826,-0.04767776407727076,-0.04885181835114638
2021-10-05,23.21,23.88,23.07,23.21,56574800,8.0,366756.0,-1.50853239379403,0.0017263703064307467,0.0017248818420605438
2021-10-06,24.91,25.01,23.35,23.58,125175700,14.0,362765.0,-1.5112602574324263,0.015941404566996775,0.015815674822879267
2021-10-07,23.71,24.13,23.54,23.73,38873700,23.0,367155.0,-1.4244926403695188,0.006361323155216425,0.006341175338447247
2021-10-08,23.86,24.096,23.11,23.5,39713400,60.0,361501.0,-1.2672813404418315,-0.009692372524230941,-0.00973964929755855
2021-10-11,23.26,23.98,23.26,23.53,23971700,59.0,353285.0,-1.2670239788175848,0.001276595744680975,0.001275781589157532
2021-10-12,23.55,23.81,23.29,23.69,26280000,16.0,354819.0,-1.2614887147790343,0.006799830004249996,0.0067768154314231666
2021-10-13,23.83,24.31,23.79,24.13,28494000,7.0,360330.0,-1.2471994140567275,0.018573237653018104,0.018402861466246367
2021-10-14,24.43,24.71,24.205,24.35,26106700,28.0,371681.0,-1.3921878144086266,0.009117281392457599,0.009075969891658264
2021-10-15,24.5,24.52,23.83,24.0,24366100,50.0,345737.0,-1.4495151407369784,-0.014373716632443578,-0.014478019180653057
2021-10-18,24.0,24.39,23.92,24.26,25609900,8.0,358744.0,-1.2659916097313229,0.010833333333333472,0.01077507316795856
2021-10-19,24.5,25.2,24.36,24.69,29393900,12.0,374843.0,-1.3037692810808923,0.017724649629018874,0.017569399841183664
2021-10-20,24.79,24.96,24.17,24.22,24248000,6.0,388976.0,-1.406597831540814,-0.0190360469825841,-0.019219565232141633
2021-10-21,24.13,24.93,24.08,24.78,23976600,10.0,385599.0,-1.290739093502681,0.023121387283236983,0.022858138076049972
2021-10-22,24.49,24.85,24.25,24.43,20166800,5.0,348536.0,-1.385554135398488,-0.01412429378531077,-0.014224990931347214
2021-10-25,24.5,25.54,24.48,25.41,33962100,8.0,364991.0,-1.3658648619078446,0.04011461318051568,0.03933091206242345
2021-10-26,25.99,26.75,25.25,25.52,56767000,6.0,383167.0,-1.3229290758259538,0.0043290043290042934,0.004319661144516651
2021-10-27,25.64,25.9,25.02,25.06,24157200,8.0,380781.0,-1.340488457837935,-0.018025078369905967,-0.018189509008667226
2021-10-28,25.3,25.795,25.12,25.64,21203000,34.0,390635.0,-1.2278241064136706,0.02314445331205106,0.02288068258454734
2021-10-29,25.5,26.12,25.45,25.88,21910300,6.0,349679.0,-1.259033965731151,0.009360374414976613,0.009316837580230608
2021-11-01,26.11,26.645,25.883,26.56,26684700,18.0,304271.0,-1.2630938361019093,0.026275115919629055,0.02593585497553308
2021-11-02,26.56,26.72,25.555,25.92,30794600,8.0,347380.0,-1.310881016331111,-0.02409638554216853,-0.024391453124159135
2021-11-03,25.89,26.235,25.17,26.12,25244200,4.0,393025.0,-1.2036972961817165,0.007716049382715973,0.007686432924156605
2021-11-04,26.26,26.57,25.87,26.47,25029700,8.0,372830.0,-1.2039696989529625,0.013399693721286354,0.013310711830779365
2021-11-05,26.45,26.63,25.72,26.0,26005000,7.0,381011.0,-1.297220804836538,-0.017755950132225085,-0.017915478217527703
2021-11-08,26.25,27.11,26.12,26.75,41359600,8.0,382744.0,-1.362933584330675,0.028846153846153744,0.028437935320533292
2021-11-09,25.9,25.98,23.95,24.25,117540200,2.0,395863.0,-1.3018810589579963,-0.09345794392523366,-0.0981178559585234
2021-11-10,23.6,23.64,22.12,22.52,94860100,7.0,400856.0,-1.2336712210838827,-0.07134020618556702,-0.07401281411200245
2021-11-11,23.04,23.13,22.665,22.99,43381500,22.0,428422.0,-1.2244218737721655,0.02087033747779743,0.020655535503600664
2021-11-12,23.02,23.225,22.38,22.83,53516200,11.0,389151.0,-1.154104244535304,-0.006959547629404095,-0.006983878233385976
2021-11-15,23.0,23.52,22.95,23.41,33225700,5.0,377997.0,-1.3583181569573202,0.025405168637757436,0.02508782096111517
2021-11-16,23.29,23.29,22.61,23.13,31574800,8.0,438649.0,-1.2809768960963497,-0.011960700555318282,-0.01203280525947159
2021-11-17,23.05,23.219,22.4,22.49,27994100,6.0,415956.0,-1.3721389939210915,-0.027669693039342858,-0.028059710272123617
2021-11-18,22.5,22.55,21.342,21.5,51039900,9.0,402222.0,-1.3282565413777756,-0.04401956425077802,-0.04501783083760724
2021-11-19,21.6,21.96,21.3,21.41,30013100,25.0,379070.0,-1.270460177483815,-0.0041860465116279055,-0.004194832532025572
2021-11-22,21.53,21.57,20.18,20.65,59899100,10.0,346039.0,-1.299735345598408,-0.035497431106959465,-0.036142783194549555
2021-11-23,20.59,21.05,20.05,20.59,44588000,7.0,386520.0,-1.3902623954585065,-0.0029055690072639084,-0.002909798367343619
2021-11-24,20.35,21.2,20.06,21.11,35233900,16.0,392815.0,-1.2556756541316654,0.025254978144730433,0.02494134082053101
2021-11-26,20.41,21.09,20.349,21.03,20691200,7.0,339962.0,-1.318761594020473,-0.003789673140691563,-0.0037968721456209664
2021-11-29,21.19,21.4,20.56,21.07,29114000,10.0,303025.0,-1.2896593379775212,0.0019020446980504424,0.0019002381014892045
2021-11-30,20.95,21.25,20.11,20.65,38196400,11.0,381943.0,-1.2831637344748028,-0.019933554817275878,-0.02013490840905563
2021-12-01,20.53,20.89,19.29,19.38,48283700,8.0,353733.0,-1.3881662600628184,-0.061501210653753025,-0.06347371294442183
2021-12-02,19.3,19.91,19.06,19.69,45802900,3.0,353736.0,-1.2855058360437308,0.015995872033023772,0.01586928618841421
2021-12-03,19.5,19.53,18.4,18.98,56039600,10.0,345063.0,-1.321426797362966,-0.03605891315388521,-0.03672509946925251
2021-12-06,18.54,18.97,18.075,18.8,56459800,4.0,363438.0,-1.2614627027829808,-0.009483667017913588,-0.00952892334587796
2021-12-07,19.26,19.855,19.07,19.46,35129000,8.0,381612.0,-1.2520398989166368,0.03510638297872348,0.034504206921955216
2021-12-08,19.51,19.825,19.03,19.82,28425900,7.0,383274.0,-1.2360212983671268,0.018499486125385323,0.018330452143982878
2021-12-09,19.95,20.15,19.04,19.21,30354700,59.0,383071.0,-1.2129564050396435,-0.03077699293642777,-0.031260552121376683
2021-12-10,19.28,19.58,18.7,18.94,27594500,18.0,397608.0,-1.4023402946502597,-0.014055179593961409,-0.014154889022532924
2021-12-13,18.8,19.075,18.17,18.4,38376000,4.0,312503.0,-1.1900680790798723,-0.0285110876451955,-0.02892542314299229
2021-12-14,18.0,18.859,17.91,18.64,38864800,4.0,385636.0,-1.316935369252258,0.013043478260869712,0.012959144642505027
2021-12-15,18.37,18.94,17.995,18.86,39361900,7.0,370714.0,-1.2507770708964714,0.011802575107296098,0.011733467947866227
2021-12-16,18.96,19.12,18.15,18.34,33950000,7.0,366498.0,-1.208350879644502,-0.0275715800636267,-0.02795881037699255
2021-12-17,18.03,19.1,17.81,19.06,44495200,13.0,353398.0,-1.2916895473211905,0.03925845147219187,0.03850743139773716
2021-12-20,18.59,18.67,17.835,17.96,42265900,18.0,310786.0,-1.2641441372786966,-0.05771248688352559,-0.05944483535200229
2021-12-21,18.16,18.98,18.1,18.9,33878600,14.0,332929.0,-1.238366346413045,0.0523385300668151,0.05101485919154314
2021-12-22,18.65,19.45,18.65,18.88,33894200,13.0,329653.0,-1.2312526243180393,-0.0010582010582009804,-0.001058761348242232
2021-12-23,18.85,19.135,18.72,18.93,24758300,18.0,350898.0,-1.2221057106847355,0.0026483050847458944,0.0026448045038769408
2021-12-27,18.78,19.25,18.78,18.94,21782000,8.0,271982.0,-1.2759870382636225,0.0005282620179609676,0.0005281225367008702
2021-12-28,18.89,19.07,18.44,18.57,20518800,4.0,306301.0,-1.449129583957229,-0.019535374868004274,-0.01972871239331786
2021-12-29,18.53,18.6,17.91,18.17,28217500,12.0,301309.0,-1.462508243266624,-0.021540118470651515,-0.02177549295653458
2021-12-30,18.1,18.995,18.07,18.69,29285200,7.0,318109.0,-1.38755314091497,0.028618602091359246,0.028216739059391927
2021-12-31,18.61,18.92,18.21,18.21,23556000,4.0,257331.0,-1.15843731530157,-0.025682182985553803,-0.026017727727955187
2022-01-03,18.36,18.569,17.86,18.53,34283600,16.0,247860.0,-1.5831968377276804,0.0175727622185613,0.017420146557751703
2022-01-04,18.61,18.84,17.79,18.17,39643200,2.0,305235.0,-1.4860314691531027,-0.019427954668105762,-0.019619157889188443
2022-01-05,18.03,18.568,16.87,16.96,58445900,20.0,322893.0,-1.5963595158696142,-0.06659328563566325,-0.06891425204432267
2022-01-06,16.87,17.18,16.055,16.74,49737100,1.0,352166.0,-1.644751643179842,-0.012971698113207641,-0.013056565302428158
2022-01-07,16.7,17.33,16.475,16.56,37989300,25.0,335256.0,-1.5301176589640322,-0.010752688172043001,-0.010810916104215362
2022-01-10,16.19,16.57,15.35,16.5,77649400,2.0,331584.0,-1.424027640050357,-0.0036231884057970065,-0.0036297680505787966
2022-01-11,16.4,17.25,16.32,16.89,47442600,24.0,337952.0,-1.441534118654616,0.023636363636363678,0.023361349913173957
2022-01-12,17.16,17.46,16.4,16.72,39784200,26.0,353370.0,-1.42601231950632,-0.010065127294257015,-0.010116123163153468
2022-01-13,16.8,16.82,15.94,16.01,35492200,7.0,378679.0,-1.4146554611555315,-0.04246411483253576,-0.04339208064793176
2022-01-14,15.94,16.249,15.62,16.01,35624900,9.0,346935.0,-1.5350492900272452,0.0,0.0
2022-01-18,15.45,15.75,14.92,14.97,49067700,6.0,345223.0,-1.389440760594765,-0.06495940037476577,-0.06716532857708657
2022-01-19,14.9,15.25,14.54,14.56,48049100,11.0,358480.0,-1.4055921819194184,-0.0273881095524382,-0.02777015566299701
2022-01-20,14.89,15.55,14.57,14.62,44690400,11.0,366970.0,-1.4556905251041992,0.004120879120879106,0.00411241155309261
2022-01-21,14.25,14.478,13.5,13.53,73031300,6.0,359420.0,-1.4546807554556307,-0.0745554035567716,-0.07748101213893577
2022-01-24,12.79,13.41,11.75,13.4,110518900,6.0,373134.0,-1.5319989486079362,-0.009608277900960749,-0.009654735225831157
2022-01-25,13.12,13.6,12.83,13.06,47456600,11.0,382379.0,-1.4410479556378553,-0.025373134328358193,-0.025700583108580588
2022-01-26,13.6,13.82,12.68,12.75,69949700,5.0,382590.0,-1.4149512983870038,-0.023736600306278777,-0.024022852243850146
2022-01-27,13.01,13.06,12.2,12.28,52622900,10.0,388282.0,-1.3451043741128574,-0.03686274509803922,-0.03755934888543866
2022-01-28,12.3,12.88,11.89,12.71,54887500,18.0,363370.0,-1.459451750986775,0.03501628664495127,0.03441716248236659
2022-01-31,12.77,13.74,12.76,13.71,51039300,3.0,300289.0,-1.5876822384830045,0.07867820613690002,0.07573640837286044
2022-02-01,14.23,14.37,13.56,14.2,69012900,4.0,334134.0,-1.5063041660378893,0.03574033552151712,0.03511647103299165
2022-02-02,14.09,14.2,13.19,13.32,47204300,4.0,337051.0,-1.527185533615366,-0.06197183098591541,-0.06397529949497205
2022-02-03,12.95,13.32,12.42,12.45,47236900,5.0,358202.0,-1.61623277117895,-0.06531531531531543,-0.06754604220152638
2022-02-04,12.47,13.09,12.265,12.94,38989200,38.0,303238.0,-1.6812734503223743,0.03935742971887546,0.038602666162038
2022-02-07,13.025,13.6,12.94,12.98,45646100,10.0,297909.0,-1.403363887239687,0.0030911901081918103,0.003086422203189443
2022-02-08,12.75,13.189,12.62,13.15,30317100,15.0,336163.0,-1.3914432549713136,0.013097072419106404,0.013012047347829458
2022-02-09,13.29,13.89,13.26,13.87,34451900,15.0,341910.0,-1.3828973988062925,0.05475285171102651,0.05330647570296687
2022-02-10,13.5,14.165,13.37,13.56,41998200,11.0,366131.0,-1.4124833401454742,-0.022350396539293382,-0.02260395181449093
2022-02-11,13.45,13.92,12.97,13.13,41831600,6.0,353870.0,-1.4916436510051838,-0.03171091445427732,-0.03222459419754431
2022-02-14,13.1,13.795,12.98,13.26,40617900,12.0,329076.0,-1.4142351657357264,0.00990099009900991,0.009852296443011443
2022-02-15,13.52,14.185,13.41,14.17,48523700,45.0,399439.0,-1.5191683478864575,0.06862745098039214,0.06637506894487277
2022-02-16,13.91,14.26,13.66,13.97,58624400,22.0,373222.0,-1.422220896901757,-0.014114326040931546,-0.014214880433718768
2022-02-17,12.39,12.7,11.7,11.77,151385400,15.0,379056.0,-1.5909954376912012,-0.15748031496062997,-0.17135825199668497
2022-02-18,11.92,12.01,10.57,11.02,137808100,18.0,371995.0,-1.7743879459903296,-0.06372132540356845,-0.06584211754741709
2022-02-22,10.7,11.185,10.3,10.48,104501500,12.0,440535.0,-1.6585677896713986,-0.04900181488203259,-0.05024312483187243
2022-02-23,10.83,11.26,10.4,10.43,93964500,36.0,437459.0,-1.5602725926699332,-0.004770992366412319,-0.004782409880215166
2022-02-24,9.75,11.87,9.74,11.83,118793000,32.0,588281.0,-2.1257209735506413,0.13422818791946312,0.12595240897761473
2022-02-25,11.59,11.89,11.0,11.47,75433700,21.0,578799.0,-2.03838413865257,-0.030431107354184195,-0.03090374684901631
2022-02-28,11.96,12.18,11.39,11.85,75390500,7.0,535390.0,-1.8132761881892152,0.033129904097646046,0.03259293643986094
2022-03-01,11.99,12.52,11.71,12.18,64867200,9.0,573709.0,-1.7082963132540487,0.02784810126582271,0.027467394700610548
2022-03-02,12.21,12.21,11.42,12.06,56698300,8.0,579780.0,-1.766158978085488,-0.009852216748768461,-0.009901070982711424
2022-03-03,12.01,12.055,11.235,11.34,46172000,15.0,595301.0,-1.7647796782626664,-0.059701492537313494,-0.06155789299943315
2022-03-04,11.7,11.77,10.74,10.96,43502200,61.0,550513.0,-1.894357032593932,-0.033509700176366786,-0.034084016779736714
2022-03-07,11.43,11.75,11.1,11.11,63070600,35.0,496495.0,-1.6795131432401118,0.013686131386861256,0.013593322131669083
2022-03-08,10.93,11.39,10.719,11.04,49279600,19.0,575541.0,-1.5959679846391788,-0.006300630063006296,-0.006320562802589524
2022-03-09,11.41,12.02,11.27,11.65,43591400,21.0,526039.0,-1.6641530426768572,0.05525362318840599,0.05378113916276073
2022-03-10,11.38,11.97,11.32,11.87,52295400,14.0,540906.0,-1.678033675197511,0.018884120171673624,0.018708028609866645
2022-03-11,11.86,12.005,11.37,11.39,37817400,32.0,533350.0,-1.7937446279460898,-0.04043807919123832,-0.04127843116248542
2022-03-14,11.17,11.41,10.41,10.5,49762600,7.0,498088.0,-1.7587582578551153,-0.07813871817383677,-0.08136052029561336
2022-03-15,10.47,10.85,10.27,10.77,40451200,10.0,536449.0,-1.7675277794099555,0.02571428571428558,0.025389234004819627
2022-03-16,10.95,11.82,10.94,11.79,62746600,28.0,529890.0,-1.6178242373912182,0.0947075208913648,0.09048722338098214
2022-03-17,11.72,12.37,11.66,12.32,43948900,9.0,529362.0,-1.6719481695240603,0.04495335029686176,0.043972243556094526
2022-03-18,12.28,13.02,12.215,12.82,59125500,8.0,472505.0,-1.657844639483386,0.0405844155844155,0.03978249338715001
2022-03-21,12.72,13.05,12.42,12.59,39410900,6.0,473260.0,-1.6977622250946218,-0.017940717628705194,-0.018103603436268045
2022-03-22,12.52,13.48,12.52,13.27,46210700,22.0,490832.0,-1.745222781809742,0.05401111993645746,0.05260300028786036
2022-03-23,13.16,13.55,13.02,13.18,33699400,43.0,495161.0,-1.5685384840354983,-0.0067822155237377,-0.006805319269755028
2022-03-24,13.25,13.42,12.83,13.39,29535300,4.0,529192.0,-1.589213762489828,0.01593323216995457,0.015807630628720037
2022-03-25,13.36,13.395,12.71,12.97,24796900,22.0,473338.0,-1.556943122905451,-0.031366691560866355,-0.031869161374728616
2022-03-28,13.01,13.44,12.855,13.42,27152000,12.0,452076.0,-1.419795345294517,0.03469545104086347,0.034107133215182994
2022-03-29,13.65,14.28,13.35,14.2,46433700,5.0,540336.0,-1.4276996305646177,0.05812220566318915,0.056495833063679335
2022-03-30,14.04,14.36,13.74,13.88,32164000,18.0,495840.0,-1.4606126430987787,-0.022535211267605493,-0.022793009528556674
2022-03-31,13.9,14.06,13.63,13.73,22840000,7.0,496222.0,-1.3797256306000796,-0.010806916426512991,-0.010865735298778656
2022-04-01,13.77,14.065,13.5,13.83,23831600,8.0,445556.0,-1.4755998501224128,0.007283321194464731,0.00725692589678717
2022-04-04,14.03,14.66,14.02,14.63,40066800,5.0,474929.0,-1.949623427468636,0.05784526391901679,0.056234069355366234
2022-04-05,14.61,14.86,13.795,13.89,37677300,22.0,498335.0,-2.020965282207011,-0.05058099794941906,-0.051905058265780735
2022-04-06,13.52,13.54,12.85,13.0,40647700,7.0,509022.0,-1.8053796938956743,-0.06407487401007927,-0.06621979930471555
2022-04-07,12.95,13.34,12.48,12.84,34727400,4.0,494921.0,-1.7092549061908366,-0.012307692307692353,-0.01238405919972152
2022-04-08,12.7,13.05,12.57,12.7,24962500,4.0,460040.0,-1.8111235846574576,-0.010903426791277315,-0.01096330479726948
2022-04-11,12.45,12.82,12.13,12.66,26095800,116.0,419072.0,-1.677513982292164,-0.0031496062992125706,-0.003154576748515492
2022-04-12,12.88,13.2,12.425,12.46,26226500,8.0,448754.0,-1.813064957739677,-0.01579778830963663,-0.015923903356723113
2022-04-13,12.35,12.94,12.231,12.9,21152900,11.0,492096.0,-1.9201943832300217,0.035313001605136396,0.03470379800831935
2022-04-14,12.92,12.92,12.41,12.42,23284100,8.0,461865.0,-1.7986845190782283,-0.037209302325581395,-0.03791923486229365
2022-04-18,12.35,12.415,11.88,12.15,25395600,13.0,381794.0,-1.844207858764852,-0.021739130434782594,-0.02197890671877545
2022-04-19,12.08,13.02,12.07,12.91,31753900,16.0,438112.0,-1.6802281604900118,0.062551440329218,0.06067303507199373
2022-04-20,13.08,13.17,12.74,12.79,31528600,17.0,441522.0,-1.5765707976587249,-0.009295120061967532,-0.009338589267799957
2022-04-21,13.02,13.33,12.225,12.33,32009000,14.0,449724.0,-1.5725857981090214,-0.03596559812353395,-0.03662829841449833
2022-04-22,12.33,12.73,11.86,11.96,30386100,11.0,443606.0,-1.592384186173928,-0.030008110300080992,-0.030467568653766985
2022-04-25,11.83,12.16,11.68,12.11,31727600,12.0,403318.0,-1.3656098027356385,0.012541806020066826,0.012463809042515095
2022-04-26,11.94,12.05,11.1,11.12,38666500,12.0,475315.0,-1.4352168165855423,-0.08175061932287364,-0.08528626874256462
2022-04-27,11.01,11.195,10.53,10.56,54508500,28.0,460906.0,-1.4708247724663115,-0.050359712230215736,-0.05167201054432091
2022-04-28,10.69,11.045,10.37,10.95,40074500,35.0,463562.0,-1.514078094447749,0.03693181818181812,0.03626617798439424
2022-04-29,10.9,11.23,10.36,10.4,30937500,31.0,432914.0,-1.4500870769275769,-0.05022831050228305,-0.05153365011518263
2022-05-02,10.38,10.755,10.18,10.74,41193800,11.0,344470.0,-1.644149574583058,0.032692307692307576,0.032169282933391496
2022-05-03,10.69,10.98,10.44,10.55,31372700,16.0,379729.0,-1.6414512129606715,-0.017690875232774572,-0.017849229158643176
2022-05-04,10.53,11.01,10.08,10.98,43239900,6.0,423550.0,-1.5928698188975792,0.040758293838862425,0.039949576159309164
2022-05-05,10.8,10.8,9.98,10.12,40523600,17.0,445566.0,-1.5459047903478729,-0.0783242258652096,-0.08156177222206518
2022-05-06,10.0,10.05,9.42,9.48,69691300,17.0,412759.0,-1.5879957653040369,-0.06324110671936745,-0.06532934759238884
2022-05-09,7.78,7.85,7.32,7.46,170871700,10.0,446494.0,-1.479205934154151,-0.21308016877637137,-0.23962890205126097
2022-05-10,7.56,7.703,6.93,7.29,86932400,17.0,466102.0,-1.5165068846747396,-0.02278820375335122,-0.02305186819510263
2022-05-11,7.28,7.54,6.66,6.71,72894900,14.0,468370.0,-1.5573610026635072,-0.07956104252400553,-0.08290459503697645
2022-05-12,6.55,7.38,6.44,7.34,82147300,9.0,443172.0,-1.5629621061781829,0.0938897168405366,0.0897398916428338
2022-05-13,7.52,8.35,7.52,8.34,69242700,9.0,418091.0,-1.6672396347754574,0.1362397820163488,0.1277243737442313
2022-05-16,8.17,8.43,8.01,8.04,46153200,12.0,396577.0,-1.5203996846966703,-0.03597122302158284,-0.036634133179780815
2022-05-17,8.1,8.46,8.01,8.36,38620800,10.0,459165.0,-1.5558458700089388,0.03980099502487566,0.03902934390573565
2022-05-18,8.21,8.43,7.92,8.01,29304600,24.0,456091.0,-1.5476268667167268,-0.04186602870813394,-0.04276766601634252
2022-05-19,7.97,8.581,7.945,8.31,35780900,7.0,428851.0,-1.4659231218934838,0.03745318352059934,0.03676884778708889
2022-05-20,8.26,8.4,7.71,8.08,40879100,9.0,392671.0,-1.4432124677024094,-0.02767749699157651,-0.028067736334352666
2022-05-23,8.01,8.17,7.8,8.01,27755200,6.0,393971.0,-1.5855271276613867,-0.008663366336633671,-0.008701111452736221
2022-05-24,7.98,7.99,7.37,7.55,47218700,16.0,440700.0,-1.5952168034669427,-0.05742821473158555,-0.059143197819334414
2022-05-25,7.52,8.018,7.51,7.96,35068900,16.0,470974.0,-1.8394498139856637,0.054304635761589504,0.05288143659535827
2022-05-26,7.84,8.4,7.77,8.36,39738900,40.0,422236.0,-1.6101705493624825,0.05025125628140703,0.04902942724031867
2022-05-27,8.5,8.85,8.434,8.85,37064000,3.0,408698.0,-1.6237164773477784,0.05861244019138767,0.0569590319232276
2022-05-31,8.97,9.1,8.56,8.68,41672300,5.0,405624.0,-1.453221830118795,-0.019209039548022555,-0.01939593034757925
2022-06-01,8.72,8.979,8.38,8.46,34438100,5.0,412715.0,-1.3279302153034107,-0.025345622119815503,-0.025672355054126683
2022-06-02,8.54,9.39,8.461,9.3,41347000,7.0,406164.0,-1.391770738466494,0.09929078014184389,0.09466522654107834
2022-06-03,9.04,9.25,8.86,8.94,36632300,18.0,388945.0,-1.6513057387006185,-0.03870967741935494,-0.03947881097378758
2022-06-06,9.11,9.21,8.78,8.98,35101100,20.0,336650.0,-1.3890172712781512,0.004474272930648837,0.004464293128685348
2022-06-07,8.89,9.14,8.73,9.13,28049400,6.0,395755.0,-1.4973860784690527,0.016703786191536896,0.01656581229276899
2022-06-08,9.18,9.42,9.09,9.18,29056300,21.0,400056.0,-1.4645120023076268,0.005476451259583737,0.005461510025521754
2022-06-09,9.13,9.16,8.67,8.68,30527400,24.0,401920.0,-1.4675124727040754,-0.05446623093681913,-0.05600567596014017
